Mod:Item:MetaData, Localized Name
aeadditions:pattern.fluid:0, ME Fluid Pattern: Growth Medium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bacteria
aeadditions:pattern.fluid:0, ME Fluid Pattern: Polymerising Bacteria
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw DNA
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bacteria Vector
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sap
aeadditions:pattern.fluid:0, ME Fluid Pattern: Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Latex
aeadditions:pattern.fluid:0, ME Fluid Pattern: Turpentine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apple Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apricot Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Banana Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cherry Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Elderberry Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lemon Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lime Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Orange Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Peach Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plum Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carrot Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tomato Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cranberry Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Grapefruit Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Olive Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pineapple Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pear Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: White Grape Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Red Grape Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cider
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apricot Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Banana Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cherry Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Elderberry Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Peach Cider
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pear Cider
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plum Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carrot Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: White Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Red Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sparkling Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Agave Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Potatoes
aeadditions:pattern.fluid:0, ME Fluid Pattern: Citrus Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cranberry Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pineapple Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tomato Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fruit Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ale
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lager
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wheat Beer
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rye Beer
aeadditions:pattern.fluid:0, ME Fluid Pattern: Corn Beer
aeadditions:pattern.fluid:0, ME Fluid Pattern: Stout
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Grain Mash
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Wheat Mash
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Rye Mash
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Corn Mash
aeadditions:pattern.fluid:0, ME Fluid Pattern: Neutral Spirit
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vodka
aeadditions:pattern.fluid:0, ME Fluid Pattern: White Rum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dark Rum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Whiskey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Bourbon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Rye Whiskey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Wheat Whiskey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fortified Wine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tequila
aeadditions:pattern.fluid:0, ME Fluid Pattern: Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apple Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pear Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apricot Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plum Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cherry Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Elderberry Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Citrus Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fruit Brandy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cachaca
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apple Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pear Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cherry Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Elderberry Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Apricot Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fruit Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Almond Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Orange Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Banana Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chocolate Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mint Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hazelnut Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cinnamon Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Coffee Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Melon Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Anise Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Peach Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lemon Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Herbal Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cherry Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blackcurrant Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blackberry Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raspberry Liqueur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Quicksand
aeadditions:pattern.fluid:0, ME Fluid Pattern: Honey
aeadditions:pattern.fluid:0, ME Fluid Pattern: Blood
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hot Spring Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Blood Infused Iron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Mutagen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid DNA
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protein
aeadditions:pattern.fluid:0, ME Fluid Pattern: Smoldering Tar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Soul Crude
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dwarven Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dwarven Fuel Gas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Dawnstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Alchemical Slurry
aeadditions:pattern.fluid:0, ME Fluid Pattern: Anti-Venom
aeadditions:pattern.fluid:0, ME Fluid Pattern: Beetle Juice
aeadditions:pattern.fluid:0, ME Fluid Pattern: Formic Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Latex
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sewage
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sludge
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biofuel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Pink Slime
aeadditions:pattern.fluid:0, ME Fluid Pattern: Protein
aeadditions:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plant Oil
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethanol
aeadditions:pattern.fluid:0, ME Fluid Pattern: Biodiesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Alumite
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Osmium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Refined Obsidian
aeadditions:pattern.fluid:0, ME Fluid Pattern: Refined Glowstone
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Osgloglas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Osmiridium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Terrasteel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Elementium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Manasteel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Mirion
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Psimetal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Infinity
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Desh
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Titanium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Thaumium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Starmetal
aeadditions:pattern.fluid:0, ME Fluid Pattern: Basalt Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tiberium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Aurorium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Prometheum Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Duranite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Valyrium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Vibranium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Karmesine Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Jauxum Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ovium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Terrax Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Palladium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Uru Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Osram Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Abyssum Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Eezo Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Triberium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fractum Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Violium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Proxii Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tritonite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ignitz Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Imperomite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Solarium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nihilite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Adamant Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dyonite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nucleum Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lumix Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Seismum Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Astrium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Niob Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Yrdeen Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Iox Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Meteorite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Obsidiorite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Nitronite Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dilithium Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Chocolate Liquor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Milk Chocolate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Dark Chocolate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Syngas
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diesel
aeadditions:pattern.fluid:0, ME Fluid Pattern: Lubricant
aeadditions:pattern.fluid:0, ME Fluid Pattern: Gasoline
aeadditions:pattern.fluid:0, ME Fluid Pattern: Napalm
aeadditions:pattern.fluid:0, ME Fluid Pattern: Menril Resin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Chorus
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Soulium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Base Essence
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Inferium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Prudentium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Intermedium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Superium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Supremium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Deuterium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Tritium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Helium-3
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Boron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Boron-10
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Boron-11
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Lithium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Lithium-6
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Lithium-7
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Ferroboron
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Tough Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Hard Carbon
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Beryllium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Manganese
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Manganese Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Sulfur
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Arsenic
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Helium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
aeadditions:pattern.fluid:0, ME Fluid Pattern: Plasma
aeadditions:pattern.fluid:0, ME Fluid Pattern: Neutron Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Methanol
aeadditions:pattern.fluid:0, ME Fluid Pattern: RadAway Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Slow-Acting RadAway Fluid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluorine
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ethylene
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluoromethane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Ammonia
aeadditions:pattern.fluid:0, ME Fluid Pattern: Oxygen Difluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Diborane
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Boric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
aeadditions:pattern.fluid:0, ME Fluid Pattern: Boron Nitride Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Fluorite Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Calcium Sulfate Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium Fluoride Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Potassium Fluoride Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Sodium Hydroxide Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Potassium Hydroxide Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Borax Solution
aeadditions:pattern.fluid:0, ME Fluid Pattern: Corium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Cocoa Butter
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Unsweetened Chocolate
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Sugar
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Gelatin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hydrated Gelatin
aeadditions:pattern.fluid:0, ME Fluid Pattern: Liquid Marshmallow
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Lithium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Beryllium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Mixture
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Sodium Hydroxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Potassium Hydroxide
aeadditions:pattern.fluid:0, ME Fluid Pattern: High Pressure Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Exhaust Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Low Pressure Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Low Quality Steam
aeadditions:pattern.fluid:0, ME Fluid Pattern: Preheated Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Condensate Water
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Sodium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Potassium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK Alloy
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Boron Arsenide
aeadditions:pattern.fluid:0, ME Fluid Pattern: Silicon Carbide Vapor
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Alugentum
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Alumina
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Thorium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Thorium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Thorium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Thorium-230
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Thorium-230 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Thorium-230 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-233
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-233 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium-233 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-235
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-235 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium-235 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-238
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-238 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium-238 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-236
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-236 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Neptunium-236 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-237
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-237 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Neptunium-237 
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-238
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-238 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-238 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-239
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-239 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-239 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-241
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-241 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-241 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-242
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-242 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-242 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Americium-241
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Americium-241 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Americium-241 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Americium-242
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Americium-242 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Americium-242 Fluoride
aeadditions:pattern.fluid:0, ME Fluid Pattern: Molten Americium-243
